iter	Logloss
0	0.4021797533
1	0.2443976604
2	0.1549150862
3	0.09176165391
4	0.06136478294
5	0.040295797
6	0.0292126078
7	0.02211467966
8	0.01527058008
9	0.01161159308
10	0.008675059083
11	0.006799463775
12	0.005459461558
13	0.0045249536
14	0.003658734097
15	0.003222278618
16	0.002755411482
17	0.002445948772
18	0.002074207099
19	0.001873449253
20	0.001674219396
21	0.001491136858
22	0.0013509499
23	0.001247130937
24	0.001162516807
25	0.001079716193
26	0.001006934628
27	0.000938984278
28	0.0008652582495
29	0.0008078460962
30	0.0007720584601
31	0.0007195270277
32	0.000680584399
33	0.0006509747783
34	0.0006282453806
35	0.000598375994
36	0.0005715543835
37	0.000544945335
38	0.0005245575243
39	0.000504487621
40	0.0004879446816
41	0.0004713376043
42	0.0004532752622
43	0.0004414562248
44	0.0004273810377
45	0.0004193277186
46	0.000409080325
47	0.0003968384424
48	0.0003889684226
49	0.000376642254
50	0.0003714121563
51	0.0003632350707
52	0.000360586034
53	0.0003521721848
54	0.0003424265735
55	0.0003339218662
56	0.0003246113328
57	0.0003185372477
58	0.0003129922168
59	0.0003052681265
60	0.0003021021964
61	0.0002936426543
62	0.000287201347
63	0.0002798226758
64	0.000275536706
65	0.0002701988163
66	0.0002635253027
67	0.0002584964936
68	0.0002540932575
69	0.0002509370896
70	0.0002484359012
71	0.0002446037423
72	0.0002417039583
73	0.0002367613541
74	0.0002325896286
75	0.0002280895619
76	0.0002250136504
77	0.0002207868296
78	0.0002169982528
79	0.0002136535568
80	0.0002092859395
81	0.0002054319295
82	0.0002021068059
83	0.0001995875562
84	0.0001973972714
85	0.0001940297289
86	0.0001927294841
87	0.000189538405
88	0.0001874711432
89	0.0001846309399
90	0.0001824068591
91	0.0001803815485
92	0.000178492489
93	0.0001758778719
94	0.0001729394229
95	0.0001713010387
96	0.0001696919292
97	0.0001678975775
98	0.0001660718764
99	0.0001637619266
100	0.0001617537178
101	0.0001604785862
102	0.0001581046663
103	0.0001561544071
104	0.0001545808565
105	0.00015329703
106	0.000151953359
107	0.0001506006454
108	0.0001487741768
109	0.0001474527406
110	0.0001459702999
111	0.0001441378948
112	0.0001417929977
113	0.0001400069452
114	0.0001385586602
115	0.0001371187823
116	0.0001358815482
117	0.0001347772312
118	0.0001337143497
119	0.0001323356475
120	0.0001313984274
121	0.000130648872
122	0.0001297521759
123	0.0001284777399
124	0.00012729066
125	0.0001259626637
126	0.0001250442365
127	0.0001242328338
128	0.0001230917706
129	0.0001219766121
130	0.0001210207311
131	0.0001202091605
132	0.0001191118833
133	0.0001183492077
134	0.000117537877
135	0.0001164095023
136	0.0001146653289
137	0.0001139004346
138	0.0001131414168
139	0.0001124833191
140	0.0001118365548
141	0.0001111868881
142	0.000110125098
143	0.0001090779871
144	0.0001082387728
145	0.0001074742383
146	0.0001067551689
147	0.0001061149766
148	0.0001055793983
149	0.0001051993197
150	0.0001045945904
151	0.0001039932791
152	0.0001034125596
153	0.0001028603831
154	0.0001019613364
155	0.000100672305
156	9.992316335e-05
157	9.937265989e-05
158	9.859644431e-05
159	9.797920643e-05
160	9.740378775e-05
161	9.693784013e-05
162	9.644885418e-05
163	9.59548552e-05
164	9.520816011e-05
165	9.473042949e-05
166	9.395500544e-05
167	9.348199401e-05
168	9.235117277e-05
169	9.197404447e-05
170	9.137399839e-05
171	9.095568052e-05
172	9.023217368e-05
173	8.957135366e-05
174	8.900637478e-05
175	8.845964908e-05
176	8.811607687e-05
177	8.782354639e-05
178	8.722971862e-05
179	8.665451581e-05
180	8.625976397e-05
181	8.592299173e-05
182	8.546379011e-05
183	8.503283773e-05
184	8.446852446e-05
185	8.414057899e-05
186	8.340320237e-05
187	8.294680709e-05
188	8.252747582e-05
189	8.220032187e-05
190	8.18222941e-05
191	8.142847171e-05
192	8.092716906e-05
193	8.062787459e-05
194	8.033765873e-05
195	8.007630976e-05
196	7.982872262e-05
197	7.934188939e-05
198	7.905317264e-05
199	7.867301014e-05
