iter	Logloss
0	0.4533174742
1	0.2838486785
2	0.1798827081
3	0.118025259
4	0.07933035218
5	0.05702423725
6	0.04160043518
7	0.03187951912
8	0.02481770047
9	0.01927233438
10	0.01610602046
11	0.01355624763
12	0.01132467565
13	0.009908784618
14	0.00879640872
15	0.007706887409
16	0.006826224133
17	0.005940201658
18	0.005377307272
19	0.004964345655
20	0.004555712289
21	0.004052644527
22	0.003791761326
23	0.003483805395
24	0.003216116406
25	0.003036149855
26	0.002819842889
27	0.002684201076
28	0.002546866695
29	0.002451947303
30	0.002329419352
31	0.002227778644
32	0.002108777895
33	0.002009798908
34	0.001918258293
35	0.001832265619
36	0.001751634423
37	0.001666277212
38	0.00160030126
39	0.001537555417
40	0.001496555821
41	0.001462295899
42	0.001413479245
43	0.001372313583
44	0.001324617629
45	0.001297262966
46	0.001264627219
47	0.001244304285
48	0.001206305859
49	0.001178006281
50	0.001154628302
51	0.001134729049
52	0.001116233671
53	0.001091442099
54	0.001054228642
55	0.001033669689
56	0.001016357285
57	0.0009959720761
58	0.0009754481601
59	0.0009576958151
60	0.0009384611232
61	0.0009123932253
62	0.0008975463593
63	0.0008810378225
64	0.0008541700164
65	0.000839461138
66	0.0008281128576
67	0.0008165499165
68	0.0008017414469
69	0.0007913744984
70	0.0007851290595
71	0.0007735605989
72	0.0007587939456
73	0.0007448264805
74	0.000726166657
75	0.0007156616008
76	0.000705586646
77	0.0006981444347
78	0.0006871506024
79	0.0006705024582
80	0.0006620301394
81	0.0006495570201
82	0.0006428108062
83	0.0006295232
84	0.000621832611
85	0.0006106640744
86	0.0006022728083
87	0.0005943982758
88	0.0005894570598
89	0.0005813456086
90	0.0005711526444
91	0.0005663918321
92	0.0005599400118
93	0.000555485652
94	0.0005494899707
95	0.0005439147316
96	0.0005388255088
97	0.0005302412401
98	0.000526357069
99	0.000520436681
